Name,Type,Faction,Category,Legendary,Dedication,Cost,Initiative,Backlash,Damage,Defense,Mentality,Tenacity,Effect1,Effect2,Effect3,,
Bustling City,Dreamplane,Authority,Void,No,,,,,,,1,2,Give A Dreamshape Recharge[2],,,,
Cave,Dreamplane,Authority,Shadow,No,,,,,,,0,2,Stop An Enemy Unit From Dealing Combat Damage But Give It Poison[X] Where X Is Its Attack This Combat,,,,
Dormant Volcano,Dreamplane,Authority,Void,No,,,,,,,0,2,Gain 1 Additional Energy For Every Turn Passed Past Turn 3,,,,
Empty Warehouse,Dreamplane,Authority,None,No,,,,,,,2,2,None,,,,
Enchanted Forest,Dreamplane,Authority,None,No,,,,,,,1,2,Return A 3 Cost Or Less Dreamshape To Its Owner's Hand,,,,
Frozen Tundra,Dreamplane,Authority,Void,No,,,,,,,1,2,Gain 2 Energy When Passing This Card,,,,
Game Venue,Dreamplane,Authority,None,No,,,,,,,4,1,None,,,,
Hellscape,Dreamplane,Authority,Animalistic,Yes,,,,,,,1,3,None,,,,
Hot Spring,Dreamplane,Authority,Void,No,,,,,,,1,2,"Play One Distort, Warp, Or Attachment With Cost 2 Or Less For Free",,,,
Lava Fields,Dreamplane,Authority,Animalistic,No,,,,,,,3,1,Increase A Dreamshape's Attack By 2,,,,
Lightning Storm,Dreamplane,Authority,Elemental,Yes,,,,,,,1,2,For Every Turn That Has Passed Do The Following Effect Once: Deal 1 Damage To A Unit,,,,
Meteor Crater,Dreamplane,Authority,Void,No,,,,,,,3,1,Destroy A Landmark,,,,
Ocean Bottom,Dreamplane,Authority,None,No,,,,,,,0,3,None,,,,
Orchard,Dreamplane,Asylum,Void,Yes,,,,,,,1,2,Draw 2 Cards,,,,
Outer Space,Dreamplane,Authority,Elemental,No,,,,,,,3,1,Give A Dreamshape Revitalize[2],,,,
Quicksand,Dreamplane,Authority,Void,No,,,,,,,1,2,Increase All Opponent Landmarks Activation Turn By 1,,,,
Ravine,Dreamplane,Authority,Mechanical,No,,,,,,,1,2,Give A Dreamshape Armor[2],,,,
River Delta,Dreamplane,Authority,Void,No,,,,,,,1,2,Move A Landmark To An Available Space,,,,
Shifting Faults,Dreamplane,Authority,None,No,,,,,,,0,2,2 Ally Dreamshapes Trade Places Or 2 Enemy Dreamshapes Trade Places,,,,
Spacestation,Dreamplane,Authority,None,No,,,,,,,0,2,"Play A 3 Cost Or Less Warp, Distort, Or Attachment For Free",,,,
Suspicious Ruins,Dreamplane,Authority,Shadow,No,,,,,,,1,1,Gain 1 Energy For Every 5 Missing Morale On An Opponent,,,,
Alien Ruins,Dreamplane,Havoc,Shadow,No,,,,,,,1,1,Gain 1 Energy For Every 5 Missing Morale On An Opponent,,,,
Amphitheater,Dreamplane,Havoc,None,No,,,,,,,3,0,Two Ally Units Swap Places Or Two Enemy Units Swap Places,,,,
Asteroid,Dreamplane,Havoc,Void,No,,,,,,,0,2,Destroy A Landmark,,,,
Battleship,Dreamplane,Havoc,Animalistic,No,,,,,,,1,2,Deal 1 Damage To A Unit Or 2 Damage If Past Turn 3,,,,
Cavern,Dreamplane,Havoc,Shadow,No,,,,,,,2,1,Stop An Enemy Unit From Dealing Combat Damage But Give It Poison[X] Where X Is Its Attack This Combat,,,,
Cliffside,Dreamplane,Havoc,Shadow,No,,,,,,,4,0,Gain 1 Energy For Each Enemy Dreamshape Not At Default Defense,,,,
Concrete Plane,Dreamplane,Havoc,Void,Yes,,,,,,,2,2,Draw 2 Cards Then Discard 2 Cards,,,,
Crystal Cove,Dreamplane,Havoc,Void,No,,,,,,,4,0,Gain 1 Energy For Every 2 Distorts Or Warps In The Discard,,,,
Dying Forest,Dreamplane,Havoc,None,No,,,,,,,1,1,Gain One Energy For Every 5 Morale You Are Missing,,,,
Forgiving Sky,Dreamplane,Havoc,Void,No,,,,,,,1,2,Reduce A Dreamshape's Backlash Value By 2,,,,
Frozen Lake,Dreamplane,Havoc,None,No,,,,,,,3,1,"Play A 3 Cost Or Less Warp, Distort, Or Attachment For Free",,,,
Graveyard,Dreamplane,Havoc,None,No,,,,,,,2,2,Both Players Lose 2 Morale At The Start Of Their Placement Phase,,,,
Highway Interpass,Dreamplane,Havoc,None,No,,,,,,,5,0,None,,,,
Marsh,Dreamplane,Havoc,None,No,,,,,,,2,2,None,,,,
Monster Pits,Dreamplane,Havoc,None,No,,,,,,,4,1,Both Players Discard One Card At The Start Of Combat,,,,
Morgue,Dreamplane,Havoc,Shadow,No,,,,,,,3,1,Gain 1 Energy For Each Ally Dreamshape Not At Default Defense,,,,
Mudhole,Dreamplane,Havoc,Void,No,,,,,,,3,1,Increase A Landmark's Activation Turn By 2,,,,
Noble Plain,Dreamplane,Havoc,Flora,No,,,,,,,3,1,Give A Dreamshape Branch,,,,
Orbiting Moon,Dreamplane,Havoc,None,No,,,,,,,1,2,Remove One Natural Keyword From A Dreamshape,,,,
Rat Nest,Dreamplane,Havoc,None,No,,,,,,,1,2,"Play A Rat Token (I1, B1, A1, D1) On Placement Phase",,,,
Rock Garden,Dreamplane,Havoc,None,Yes,,,,,,,6,0,None,,,,
Rolling Hills,Dreamplane,Havoc,Shadow,No,,,,,,,1,2,Give A Dreamshape Poison[2],,,,
Slums,Dreamplane,Havoc,None,No,,,,,,,4,1,None,,,,
Woodland,Dreamplane,Havoc,Elemental,No,,,,,,,7,0,Decrease Mentality By 2 For Each Friendly Dreamshape On The Field At The Start Of The Turn,,,,
Ambassador's Podium,Dreamplane,Mercenary,Void,Yes,,,,,,,0,0,Search Your Deck For A Card With [Ambassador] In Its Name And Play It,,,,
Dragon Nest,Dreamplane,Mercenary,Animalistic,Yes,,,,,,,6,1,None,,,,
General Store,Dreamplane,Mercenary,Void,No,,,,,,,1,3,None,,,,
Haunted House,Dreamplane,Mercenary,Void,No,,,,,,,2,2,Draw 1 Card,,,,
Nursery,Dreamplane,Mercenary,Void,No,,,,,,,1,2,Gain 1 Energy For Every Mercenary In Play,,,,
Ocean Tides,Dreamplane,Mercenary,Void,No,,,,,,,3,1,Look Through Your Dreamplane Deck And Choose 2 Cards; Shuffle The Rest And Put The Chosen Cards On Top,,,,
Port,Dreamplane,Mercenary,Void,No,,,,,,,2,1,Gain 1 Energy For Every Ally Dreamshape In Play,,,,
Quarry,Dreamplane,Mercenary,Void,No,,,,,,,3,2,None,,,,
Spider Den,Dreamplane,Mercenary,Shadow,No,,,,,,,0,3,None,,,,
Stadium,Dreamplane,Mercenary,Void,No,,,,,,,5,1,None,,,,
Tunnel Network,Dreamplane,Mercenary,Void,No,,,,,,,6,0,None,,,,
Airport,Dreamplane,Outlander,None,No,,,,,,,4,1,Both Players Give 1 Attack To All Dreamshapes And Tokens At Start Of Combat,,,,
Animal Preserve,Dreamplane,Outlander,None,No,,,,,,,4,1,None,,,,
Campsite,Dreamplane,Outlander,None,No,,,,,,,2,1,Remove 1 Natural Effect From A Dreamshape,,,,
Canyon,Dreamplane,Outlander,None,No,,,,,,,3,1,All Outlander Dreamshapes And Tokens Gain 1 Attack,,,,
Dried Up Oasis,Dreamplane,Outlander,None,No,,,,,,,3,1,Remove One Natural Effect From A Dreamshape,,,,
Fair,Dreamplane,Outlander,Void,Yes,,,,,,,4,0,Gain 1 Energy For Every Ally Dreamshape At The Start Of The Turn,,,,
Fortress,Dreamplane,Outlander,None,No,,,,,,,1,2,A Dreamshape That Costs 6 Or Less Cannot Attack This Turn,,,,
Fountain Of Energy,Dreamplane,Outlander,None,No,,,,,,,7,0,You Must Give An Opponent 2 Energy Before Placement Phase,,,,
Homestead,Dreamplane,Outlander,Void,No,,,,,,,1,2,Search The Deck For A Copy Of A Dreamshape In Your Hand And Place It In Your Hand; Shuffle Deck,,,,
Island Chain,Dreamplane,Outlander,None,No,,,,,,,3,1,All Outlander Dreamshapes And Tokens Gain 1 Defense,,,,
Market,Dreamplane,Outlander,None,No,,,,,,,2,2,None,,,,
Meditiation Pool,Dreamplane,Outlander,None,Yes,,,,,,,4,0,Give An Outlander Dreamshape 2 Attack And 1 Defense,,,,
Office,Dreamplane,Outlander,None,No,,,,,,,0,2,Play A 4 Cost Or Less Outlander Dreamshape For Free,,,,
Oil Field,Dreamplane,Outlander,Void,Yes,,,,,,,5,1,None,,,,
Parking Garage,Dreamplane,Outlander,None,No,,,,,,,2,0,Gain 1 Energy For Every 5 Morale Your Opponent Is Missing,,,,
Sun,Dreamplane,Outlander,Void,No,,,,,,,1,2,Return 1 Ally Dreamshape That Died This Turn To Your Hand,,,,
Theme Park,Dreamplane,Outlander,None,No,,,,,,,0,3,None,,,,
Wildfire,Dreamplane,Outlander,None,No,,,,,,,2,2,Both Players Draw 1 Card,,,,
Ancient Battle Site,Dreamplane,Sect13,Elemental,Yes,,,,,,,3,2,None,,,,
Asteroid Belt,Dreamplane,Sect13,None,No,,,,,,,4,1,Both Players Lose 2 Morale At The Start Of Their Placement Phase,,,,
Caldera,Dreamplane,Sect13,Void,No,,,,,,,0,2,Gain 1 Energy For Every 2 Turns The Game Has Had Before This One,,,,
Cloudscape,Dreamplane,Sect13,None,No,,,,,,,1,2,Player 1 Warp Or Distort That Costs 3 Or Less For Free,,,,
Dense Forest,Dreamplane,Sect13,Elemental,No,,,,,,,4,2,Decrease Mentality By 2 For Each Friendly Dreamshape On The Field At The Start Of The Turn,,,,
Glacier,Dreamplane,Sect13,Void,No,,,,,,,3,1,Gain 2 Energy When Passing This Card,,,,
Gold Mine,Dreamplane,Sect13,None,No,,,,,,,2,1,Play A 3 Cost Or Less Dreamshape For Free,,,,
Hillside,Dreamplane,Sect13,Shadow,No,,,,,,,0,2,Give A Dreamshape Poison[4],,,,
Logging Camp,Dreamplane,Sect13,None,No,,,,,,,1,2,Play An Attachment For Free That Costs 4 Or Less,,,,
Mass Shelters,Dreamplane,Sect13,None,No,,,,,,,3,1,Draw 1 Card,,,,
Military Base,Dreamplane,Sect13,Animalistic,No,,,,,,,3,1,Deal 1 Damage To A Dreamshape Or 2 Damage If Past Turn 3,,,,
Misty Field,Dreamplane,Sect13,Mechanical,No,,,,,,,2,1,Move A Unit To An Available Space,,,,
Mountain Range,Dreamplane,Sect13,Animalistic,No,,,,,,,2,0,Give A Dreamshape Bash For The Rest Of The Turn,,,,
Salt Field,Dreamplane,Sect13,Elemental,No,,,,,,,1,2,Give A Dreamshape Drain[1],,,,
Sea Stack,Dreamplane,Sect13,Shadow,No,,,,,,,3,1,Gain 1 Energy For Each Enemy Dreamshape Not At Default Defense,,,,
Steel Cove,Dreamplane,Sect13,Void,No,,,,,,,3,0,Gain 1 Energy For Every Distort Or Warp In Your Discard Up To 7,,,,
Submarine Volcano,Dreamplane,Sect13,Animalistic,Yes,,,,,,,4,1,Increase A Dreamshapes Attack By 2,,,,
Subway,Dreamplane,Sect13,Void,No,,,,,,,3,1,Give A Dreamshape Recharge[2],,,,
Swamp,Dreamplane,Sect13,None,No,,,,,,,2,2,None,,,,
Valley,Dreamplane,Sect13,None,No,,,,,,,5,0,None,,,,
Wash,Dreamplane,Sect13,Void,No,,,,,,,3,1,Move A Landmark To An Available Space,,,,
Wetlands,Dreamplane,Sect13,None,No,,,,,,,0,3,None,,,,
Wormhole,Dreamplane,Sect13,None,No,,,,,,,2,2,Both Players Discard 1 Card At The Start Of Combat,,,,
Yri,Dreamseeker,Asylum,Void,No,1,,,,,,2,,None,,,,
Aiken,Dreamseeker,Asylum,Flora,No,1,,,,,,4,,Once Per Turn Pay 1 Energy To Give A Dreamshape 1 Defense,,,,
Byzog,Dreamseeker,Asylum,Void,No,1,,,,,,4,,Active Gain 1 Morale Every Time You Play A Distort Or Warp,,,,
Nokan,Dreamseeker,Asylum,Void,No,1,,,,,,3,,End Of Turn Convert Up To 10 Energy Into Morale,,,,
Petric,Dreamseeker,Asylum,Flora,No,1,,,,,,4,,Active Ally Asylum Dreamshapes Have 2 Less Backlash,,,,
Bert,Dreamseeker,Asylum,Void,No,1,,,,,,2,,Active You Cannot Do Direct Damage To Your Opponent With Dreamshapes,,,,
Doat,Dreamseeker,Authority,Void,No,1,,,,,,4,,Start Of Game You May Choose To Have A Second Muligan,,,,
Grint,Dreamseeker,Authority,Mechanical,No,1,,,,,,4,,Once Per Turn Pay 2 Energy To Give A Dreamshape Armor[1],,,,
Kirmore,Dreamseeker,Authority,Elemental,No,1,,,,,,3,,Once Per Turn Pay 3 Energy To Destroy A Landmark Or Attachment,,,,
Merlin,Dreamseeker,Authority,Void,No,1,,,,,,5,,"Once Per Game Search Your Dreamplane Deck For A Non-Legendary Dreamplane, Then Shuffle And Place The Dreamplane On Top",,,,
Sylys,Dreamseeker,Authority,Void,No,1,,,,,,2,,Once Per Game Return All Dreamshapes And Attachments To Their Owner's Hands,,,,
Agthorth,Dreamseeker,Authority,Void,No,1,,,,,,3,,Start Of Game Look Through Your Dreamplane Deck And Discard 4 Then Rearrange Them in Any Order,,,,
Gretch,Dreamseeker,Authority,Void,No,1,,,,,,3,,"Once Per Game Negate A Distort, Warp Or Dreamplane Effect",,,,
Erwin,Dreamseeker,Authority,Void,No,1,,,,,,2,,Active Up To 5 Energy Carries Over From Turn To Turn,,,,
Hodmosh,Dreamseeker,Havoc,Elemental,No,1,,,,,,5,,Once Per Turn Pay 2 Energy To Deal 1 Damage During Placement Phase To Any Unit Or Player,,,,
Zorg,Dreamseeker,Havoc,Shadow,No,1,,,,,,6,,Active When An Ally Dreamshape Dies Give A Dreamshape 2 Attack,,,,
Omega,Dreamseeker,Havoc,Void,No,1,,,,,,6,,Active Everytime An Enemy Dreamshape Dies Deal 1 Extra Backlash Damage,,,,
Virnin,Dreamseeker,Havoc,Animalistic,No,1,,,,,,8,,None,,,,
Lonan,Dreamseeker,Mercenary,Void,No,1,,,,,,6,,Once Per Game Search For Any Non-Legendary Card In Your Deck And Put It Into Your Hand,,,,
Kyake,Dreamseeker,Mercenary,Void,No,1,,,,,,2,,Once Per Game Gain 2 Energy For Every Different Faction Of Dreamplanes You Have In Play,,,,
Tredette,Dreamseeker,Mercenary,Void,No,1,,,,,,3,,Start Of Game Start With 2 Cards In Hand Instead Of 4,Once Per Turn Draw 1 Card,,,
Soldifire,Dreamseeker,Mercenary,Void,No,1,,,,,,2,,Active You Can Only Play Dreamshapes That Are From The Mercenary Faction,,,,
Learin,Dreamseeker,Outlander,Flora,No,1,,,,,,5,,Once Per Turn Pay 3 Energy To Spawn A Fish Token Or A Wormy Token In Ally Space,,,,
Bector,Dreamseeker,Outlander,Flora,No,1,,,,,,5,,Once Per Game Return All Allies To Base Defense And Remove All Debuffs On Allies,,,,
Whom,Dreamseeker,Outlander,Void,No,1,,,,,,5,,None,,,,
Delmill,Dreamseeker,Outlander,Mechanical,No,1,,,,,,4,,Once Per Turn Pay 5 Energy To Give A Dreamshape Ranged,,,,
Grounds Keeper,Dreamseeker,Outlander,Void,No,1,,,,,,4,,Active Add Your Opponent's Dedication To Your Dedication Pool,,,,
Gipmesh,Dreamseeker,Sect13,Shadow,No,1,,,,,,4,,Once Per Turn Pay 5 Energy To Give A Dreamshape Lethal And Branch For The Rest Of The Turn,,,,
Prophet,Dreamseeker,Sect13,Void,No,1,,,,,,5,,Active All Sect13 Cards Cost 1 Less To Play,,,,
Sioper,Dreamseeker,Sect13,Void,No,1,,,,,,6,,Once Per Turn Search For A Landmark That Costs 6 Or Less And Put It In Play,,,,
Drill,Dreamseeker,Sect13,Shadow,No,1,,,,,,5,,Once Per Turn You May Swap 2 Ally Positions For 3 Energy,,,,
Xor,Dreamseeker,Sect13,Shadow,No,1,,,,,,3,,None,,,,
Trontil,Dreamseeker,Sect13,Void,No,1,,,,,,4,,None,,,,
Propaganda Center,Base,Asylum,Void,No,1,,,,,,,4,Active Ally Asylum Dreamplanes Provide 1 Extra Energy After The Turn They Are Played,,,,
Shelter Field,Base,Asylum,Flora,No,1,,,,,,,5,Once Per Turn Pay 1 Energy To Give A Dreamshape 1 Defense,,,,
Research Center,Base,Asylum,Void,No,1,,,,,,,5,Active Gain 1 Morale Every Time You Play A Distort Or Warp,,,,
Lab Parts,Base,Asylum,Void,No,1,,,,,,,3,End Of Turn Convert Up To 10 Energy Into Morale,,,,
Dreamshape Farm,Base,Asylum,Flora,No,1,,,,,,,4,Active All Ally Asylum Dreamshapes Have 2 Less Backlash,,,,
Peace Center,Base,Asylum,Void,No,1,,,,,,,7,Active You Cannot Do Direct Damage To Your Opponent With Dreamshapes,,,,
Port,Base,Authority,Void,No,1,,,,,,,5,None,,,,
Authority Headquarters,Base,Authority,Mechanical,No,1,,,,,,,5,Once Per Turn Pay 2 Energy To Give A Dreamshape Armor[1],,,,
Police Station,Base,Authority,Elemental,No,1,,,,,,,5,Once Per Turn Pay 3 Energy To Destroy A Landmark Or Attachment,,,,
Embassy,Base,Authority,Void,No,1,,,,,,,3,"Once Per Game Search Your Dreamplane Deck For A Non-Legendary Dreamplane, Then Shuffle And Place The Dreamplane On Top",,,,
Training Ground,Base,Authority,Void,No,1,,,,,,,4,Once Per Game Return All Dreamshapes And Attachments To Their Owner's Hands,,,,
Prison,Base,Authority,Void,No,1,,,,,,,4,None,,,,
Wheat Farm,Base,Authority,Void,No,1,,,,,,,5,"Once Per Game Negate A Distort, Warp Or Dreamplane Effect",,,,
Electric Lab,Base,Authority,Void,No,1,,,,,,,3,Active Up To 5 Energy Carries Over From Turn To Turn,,,,
Spy Tower,Base,Havoc,Elemental,No,1,,,,,,,4,Once Per Turn Pay 2 Energy To Deal 1 Damage During Placement Phase To Any Unit Or Player,,,,
Cult Chamber,Base,Havoc,Shadow,No,1,,,,,,,2,Active When An Ally Dreamshape Dies Give A Dreamshape 2 Attack,,,,
Mystical Plane,Base,Havoc,Void,No,1,,,,,,,4,Active Everytime An Enemy Dreamshape Dies Deal 1 Extra Backlash Damage,,,,
Assassin's Den,Base,Havoc,Animalistic,No,1,,,,,,,2,On Turn Start This Card Gains 3 Energy If An Opponent's Morale Is Below 25,,,,
General Shoppe,Base,Mercenary,Void,No,1,,,,,,,4,Once Per Game Search For ANy Non-Legendary Card In Your Deck And Put It Into Your Hand,,,,
City Of Strays,Base,Mercenary,Void,No,1,,,,,,,4,Once Per Game Gain 2 Energy For Every Different Faction Of Dreamplanes You Have In Play,,,,
Job Center,Base,Mercenary,Void,No,1,,,,,,,4,Once Per Turn Draw 1 Card,,,,
Hiring Tavern,Base,Mercenary,Void,No,1,,,,,,,7,Active You Can Only Play Dreamshapes That Are From The Mercenary Faction,,,,
Fish Farm,Base,Outlander,Flora,No,1,,,,,,,3,Once Per Turn Pay 3 Energy To Spawn A Fish Token Or A Wormy Token In Ally Space,,,,
Shrine,Base,Outlander,Flora,No,1,,,,,,,5,Once Per Game Return All Allies To Base Defense And Remove All Debuffs On Allies,,,,
Village,Base,Outlander,Void,No,1,,,,,,,3,On Turn Start Gain 1 Extra Energy For Every Outlander Dreamplane In Play,,,,
Watchtower,Base,Outlander,Mechanical,No,1,,,,,,,5,Once Per Turn Pay 5 Energy To Give A Dreamshape Ranged,,,,
Chief's Yard,Base,Outlander,Void,No,1,,,,,,,5,Active Add Your Opponent's Dedication To Your Dedication Pool,,,,
Meeting Place,Base,Sect13,Shadow,No,1,,,,,,,4,Once Per Turn You May Pay 5 Energy To Give A Dreamshape Lethal And Branch For The Rest Of The Turn,,,,
Rally Stage,Base,Sect13,Void,No,1,,,,,,,2,Active All Sect13 Cards Cost 1 Less To Play,,,,
Secret Cache,Base,Sect13,Void,No,1,,,,,,,3,None,,,,
Tunnel Network,Base,Sect13,Shadow,No,1,,,,,,,4,Once Per Turn You May Pay 3 Energy To Swap 2 Ally Unit Positions,,,,
Arms Storage,Base,Sect13,Shadow,No,1,,,,,,,4,Once Per Turn You May Pay 6 Morale To Play A 7 Cost Or Less Dreamshape From Your Discard,,,,
Frontline Camp,Base,Sect13,Void,No,1,,,,,,,4,Once Per Game After Turn 4 You May Discard Your Entire Deck And Gain 1 Energy For Every 2 Cards Discarded,,,,Rock Golem,Dreamshape,Sect13,Elemental,No,1,3,3,,,2,,,Armor[1],,,,
Golem Absorber,Dreamshape,Sect13,Elemental,No,2,4,3,2,2,2,,,"On Spawn Destroy Any Number Of Units With The Golem Trait, This Golem Absorber Gains 3 Attack And 3 Defense For Each Destroyed Unit With At Least 1 Keyword",,,,
Golem Spreader,Dreamshape,Sect13,Elemental,No,3,8,3,5,3,3,,,Active When An Ally Unit Triggers An On Spawn Effect Create A Golem Token,,,,
Golem Enchanter,Dreamshape,Sect13,Mechanical,No,1,4,3,3,3,2,,,On Spawn Give A Unit With The Golem Trait Drain[1],,,,
Metal Golem,Dreamshape,Sect13,Elemental,No,1,6,3,5,7,6,,,On Spawn Destroy A Unit With The Golem Trait To Gain Drain[2],,,,
Crystal Golem,Dreamshape,Sect13,Elemental,No,1,12,3,,10,12,,,Active Units With The Golem Trait Gain Swift,,,,
Poison Shrum,Dreamshape,Outlander/Havoc,Elemental,No,2,5,4,4,2,7,,,Enact Deal 1 Damage To A Unit,,,,
Culling Shrum,Dreamshape,Outlander,Floral,No,2,3,2,2,1,3,,,Active Tokens Trigger Enact Effects And Tokens Can Replace Other Tokens Killing Them But Take No Backlash,,,,
Spore Spreader,Dreamshape,Outlander,Floral,No,2,6,1,2,2,1,,,On Spawn Create 2 Shrum Tokens,,,,
Healing Shrum,Dreamshape,Outlander,Floral,No,2,2,1,2,0,3,,,Enact Give A Unit 1 Defense,,,,
Mother Shrum,Dreamshape,Outlander,Void,No,4,10,2,7,8,10,,,Enact Opponent Exiles A Unit Then You Exile A Unit,,,,
